id,season,date,home_team_id,away_team_id,home_score,away_score,home_win,season_type,home_avg_pts,away_avg_pts_allowed,home_off_rating,home_def_rating,home_net_rating,home_pace,home_ts_pct,home_efg_pct,home_plus_minus,away_off_rating,away_def_rating,away_net_rating,away_pace,away_ts_pct,away_efg_pct,away_plus_minus,home_ortg_adj_avg_pts,away_drtg_adj_pts_allowed,home_net_rating_plusminus,away_net_rating_plusminus,ortg_matchup_diff,drtg_matchup_diff,net_rating_diff,home_rest_days,home_rest_adj,h2h_netrtg_last_5,h2h_netrtg_last_10,h2h_netrtg_last_20
4701,2023,2024-04-11,2,20,109,118,False,,125.8,118.0,110.2,118.9,-8.7,103.07,0.56719224332529,0.537902041905779,-762,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,121.39369527145361,,-16.32,3.24,-1.2999999999999972,-5.6000000000000085,-10.5,6.0,6.231292368949096,,,
4704,2023,2024-04-12,2,4,131,98,True,,126.4,125.66666666666667,113.7,112.8,0.9,99.59,0.564620262007892,0.529092371631586,92,111.8,118.1,-6.3,99.91,0.566209585431089,0.53520935290919,-528,125.84658493870405,,1.82,-11.58,-4.3999999999999915,-1.0,7.2,1.0,1.0034837279254236,,,
4714,2023,2024-04-14,2,30,132,122,True,,126.3,123.5,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,112.9,110.8,2.2,97.37,0.577319219669389,0.541283744974153,166,120.54903677758321,,-16.47,3.8600000000000003,-1.7999999999999972,-5.099999999999994,-11.2,2.0,2.024298432977383,,,
4730,2023,2024-04-21,2,16,114,94,True,,124.1,113.25,110.2,118.9,-8.7,103.07,0.56719224332529,0.537902041905779,-762,114.7,112.1,2.5,97.62,0.585874066255278,0.556737092486358,198,119.75323992994748,,-16.32,4.48,-1.8999999999999915,-4.200000000000003,-11.2,7.0,7.269841097107278,,,
4737,2023,2024-04-24,2,16,101,111,False,,120.4,110.8,120.5,117.6,2.9,102.16,0.606086039038895,0.578497170680353,250,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,127.04203152364276,,5.4,4.54,6.0,-0.6999999999999886,0.5,3.0,3.088138296360918,,,
4751,2023,2024-05-01,2,16,118,84,True,,118.2,112.0,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,116.2,114.4,1.8,99.46,0.582279406389356,0.555600268276325,143,122.44360770577937,112.43597416916052,13.379999999999999,3.23,3.8999999999999915,5.200000000000003,5.5,7.0,7.113257733998923,0.6666666666666666,0.6666666666666666,0.6666666666666666
4760,2023,2024-05-07,2,6,120,95,True,,118.3,112.6,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,122.13283712784592,,6.09,11.59,9.5,0.0,-2.9,6.0,5.920543918610508,,,
4763,2023,2024-05-09,2,6,94,118,False,,115.5,109.5,115.4,114.8,0.6,101.38,0.601215973126348,0.566322976173889,49,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,116.71366024518393,113.20969626168225,1.0899999999999999,-16.47,-2.5999999999999943,-5.799999999999997,9.6,2.0,2.0430400710328236,7.166666666666667,7.166666666666667,7.166666666666667
4775,2023,2024-05-15,2,6,113,98,True,,113.3,110.0,114.5,119.6,-5.1,100.26,0.579259056572428,0.539004205670872,-401,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,113.5976357267951,110.3533878504673,-9.11,4.54,0.0,-2.6999999999999886,-7.5,6.0,6.0614084885110735,7.775,7.775,7.775
4782,2023,2024-05-21,2,12,133,128,True,,116.5,135.4,114.5,119.6,-5.1,100.26,0.579259056572428,0.539004205670872,-401,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,116.80604203152366,,-9.11,-19.0,-4.700000000000003,-11.0,5.5,6.0,6.0614084885110735,,,
4784,2023,2024-05-23,2,12,126,110,True,,118.2,133.83333333333334,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,122.44360770577937,133.28151982989743,13.379999999999999,6.09,3.700000000000003,6.900000000000006,3.9,2.0,2.0323593525711208,-2.8000000000000003,-2.8000000000000003,-2.8000000000000003
4791,2023,2024-06-06,2,7,107,89,True,,115.8,129.33333333333334,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,118.5378283712785,,4.54,-19.0,-2.299999999999997,-5.900000000000006,13.0,14.0,14.09391334068086,,,
4792,2023,2024-06-09,2,7,105,98,True,,113.1,123.25,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,112.9,110.8,2.2,97.37,0.577319219669389,0.541283744974153,166,107.95008756567428,,-16.47,3.8600000000000003,-1.7999999999999972,-5.099999999999994,-11.2,3.0,3.0364476494660746,,,
4795,2023,2024-06-17,2,7,106,88,True,,112.3,119.8,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,116.2,114.4,1.8,99.46,0.582279406389356,0.555600268276325,143,115.93844133099829,,6.09,3.23,3.5,1.6000000000000085,1.5999999999999999,8.0,7.894058558147344,2.1666666666666665,2.1666666666666665,2.1666666666666665
4867,2023,2023-11-06,3,17,125,129,False,,117.33333333333333,119.75,106.8,113.7,-6.9,98.68,0.543216956232127,0.509129893484576,-574,116.4,118.4,-2.0,100.84,0.576007047671514,0.539491033755274,-179,,,-12.64,-3.79,-11.600000000000009,2.700000000000003,-4.9,2.0,1.9886288637750942,,,
4876,2023,2023-11-08,3,13,100,93,True,,113.0,113.33333333333333,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,110.2,118.9,-8.7,103.07,0.56719224332529,0.537902041905779,-762,,,3.24,-16.32,-5.6000000000000085,-1.2999999999999972,10.5,2.0,1.952354725603274,,,
4897,2023,2023-11-12,3,30,102,94,True,,110.8,119.2,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,111.8,118.1,-6.3,99.91,0.566209585431089,0.53520935290919,-528,,,-16.47,-11.58,-9.099999999999994,-6.200000000000003,-2.7,4.0,4.048596865954766,,,
4909,2023,2023-11-14,3,22,124,104,True,,113.0,116.2,106.8,113.7,-6.9,98.68,0.543216956232127,0.509129893484576,-574,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,105.45971794062675,,-12.64,13.379999999999999,-4.200000000000003,4.599999999999994,-14.2,2.0,1.9886288637750942,,,
4967,2023,2023-11-25,3,16,112,97,True,,112.85714285714286,112.0,114.0,115.7,-1.7,96.94,0.568226708013194,0.533928328110097,-118,120.5,117.6,2.9,102.16,0.606086039038895,0.578497170680353,250,112.42704912632335,115.58103638368249,-2.88,5.4,-3.5999999999999943,4.799999999999997,-4.6,11.0,10.744601249482843,,,
4974,2023,2023-11-26,3,5,118,109,True,,113.5,122.66666666666667,112.9,110.8,2.2,97.37,0.577319219669389,0.541283744974153,166,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,111.97645459620847,,3.8600000000000003,4.54,-1.5999999999999943,6.1000000000000085,-0.19999999999999973,1.0,0.9811146760528016,,,
4980,2023,2023-11-28,3,28,115,103,True,,113.66666666666667,119.8,117.8,112.3,5.5,97.43,0.588969547185103,0.561752988047809,431,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,117.0079374711751,,9.809999999999999,11.59,9.399999999999991,2.299999999999997,-0.7999999999999998,2.0,1.9634384900446638,,,
4992,2023,2023-11-30,3,4,128,129,False,,115.1,126.25,112.4,115.4,-2.9,97.56,0.561425536983364,0.530792390858081,-237,115.4,114.8,0.6,101.38,0.601215973126348,0.566322976173889,49,113.05207660751996,,-5.27,1.0899999999999999,-2.3999999999999915,0.0,-3.5,2.0,1.9660582889126283,,,
5005,2023,2023-12-02,3,22,129,101,True,,116.7,118.33333333333333,110.2,118.9,-8.7,103.07,0.56719224332529,0.537902041905779,-762,117.6,115.0,2.6,100.51,0.60070932466381,0.567580600716451,215,112.38008592858705,119.07043603258263,-16.32,4.75,-4.799999999999997,-1.3000000000000114,-11.299999999999999,2.0,2.0770974563163653,,,
5026,2023,2023-12-08,3,30,124,97,True,,117.7,120.0,122.2,110.6,11.7,97.98,0.608523639300029,0.578217955651704,930,116.2,114.4,1.8,99.46,0.582279406389356,0.555600268276325,143,125.68532660145158,119.66874909196568,21.0,3.23,7.799999999999997,5.6000000000000085,9.899999999999999,6.0,5.923566763458159,,,
5091,2023,2023-12-20,3,20,102,121,False,,115.4,115.33333333333333,118.9,115.1,3.8,100.67,0.603783433089918,0.572826086956522,319,115.0,113.8,1.2,98.34,0.59269137212706,0.556871699728843,100,119.9014879724252,115.15430474005086,6.99,2.2,5.1000000000000085,-0.09999999999999432,2.5999999999999996,12.0,12.172391632523635,,,
5103,2023,2023-12-22,3,8,117,122,False,,117.1,113.0,115.4,113.3,2.1,100.76,0.59378671062893,0.561629811629812,183,115.1,112.7,2.4,99.92,0.598297076732611,0.568412877718159,203,118.0863266742724,,3.93,4.43,2.700000000000003,1.7999999999999972,-0.2999999999999998,2.0,2.03054564566253,,,
5112,2023,2023-12-23,3,9,126,115,True,,119.5,124.8,108.9,109.1,-0.2,96.51,0.549544853539463,0.510449246516918,-10,121.0,111.8,9.2,100.31,0.607257206434655,0.578116603976357,782,113.71891157123093,,-0.30000000000000004,17.02,-2.8999999999999915,11.900000000000006,-9.399999999999999,1.0,0.9724491874895335,,,
5129,2023,2023-12-27,3,17,122,144,False,,119.3,120.2,121.0,111.8,9.2,100.31,0.607257206434655,0.578116603976357,782,119.5,110.1,9.4,96.59,0.59066240428221,0.561026821999458,747,126.14287448115155,,17.02,16.87,10.900000000000006,7.700000000000003,-0.20000000000000107,4.0,4.042954222239151,,,
4188,2023,2024-01-05,3,21,124,115,True,,120.5,133.33333333333334,114.7,112.1,2.5,97.62,0.585874066255278,0.556737092486358,198,120.5,117.6,2.9,102.16,0.606086039038895,0.578497170680353,250,120.7778721751584,,4.48,5.4,-2.8999999999999915,8.400000000000006,-0.3999999999999999,9.0,8.8527034208326,,,
4248,2023,2024-01-15,3,16,95,96,False,,118.2,109.875,106.8,113.7,-6.9,98.68,0.543216956232127,0.509129893484576,-574,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,110.31273150957595,107.50656740094055,-12.64,3.24,-4.700000000000003,-0.4000000000000057,-8.700000000000001,10.0,9.94314431887547,,,
4287,2023,2024-01-23,3,20,103,108,False,,117.0,113.57142857142857,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,119.51909119596088,110.6050964625575,4.54,13.379999999999999,5.900000000000006,3.799999999999997,-4.9,8.0,8.05366476610335,,,
4296,2023,2024-01-25,3,18,94,96,False,,113.6,116.0,109.3,115.6,-6.4,101.8,0.563492180258647,0.532006455083378,-532,106.8,113.7,-6.9,98.68,0.543216956232127,0.509129893484576,-574,108.5014151515887,,-11.72,-12.64,-4.400000000000006,-8.799999999999997,0.5,2.0,2.0515040366062482,,,
4308,2023,2024-01-27,3,11,106,104,True,,111.3,124.33333333333333,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,117.8,112.3,5.5,97.43,0.588969547185103,0.561752988047809,431,106.01286501444281,,-16.47,9.809999999999999,-3.299999999999997,-0.20000000000000284,-14.5,2.0,2.024298432977383,,,
4319,2023,2024-01-29,3,29,147,114,True,,113.6,132.33333333333334,116.4,118.4,-2.0,100.84,0.576007047671514,0.539491033755274,-179,112.4,115.4,-2.9,97.56,0.561425536983364,0.530792390858081,-237,115.54954001504964,,-3.79,-5.27,1.0,-6.0,0.8999999999999999,2.0,2.0321578295812777,,,
4362,2023,2024-02-05,3,10,98,109,False,,113.2,126.33333333333333,117.3,112.4,4.9,95.96,0.573819107698569,0.539947744774477,376,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,116.0329538558633,,8.66,-16.47,-0.7000000000000028,-3.4000000000000057,13.9,7.0,6.768351136881871,,,
4364,2023,2024-02-06,3,7,107,119,False,,112.2,117.66666666666667,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,114.61574386484455,117.75443447886913,4.54,6.09,2.3000000000000114,3.4000000000000057,-1.0,1.0,1.0067080957629186,,,
4376,2023,2024-02-08,3,6,95,118,False,,109.1,108.66666666666667,117.0,114.9,2.1,100.6,0.591976948182415,0.562227965179543,181,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,111.54433575260335,105.68341121495328,3.91,13.379999999999999,6.0,3.3999999999999915,-5.199999999999999,2.0,2.0273212778250347,,,
4387,2023,2024-02-10,3,27,123,103,True,,109.2,116.33333333333333,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,109.3,115.6,-6.4,101.8,0.563492180258647,0.532006455083378,-532,109.35639002840013,,11.59,-11.72,-1.0,0.8999999999999915,12.7,2.0,1.9706933176790276,,,
4403,2023,2024-02-13,3,2,110,118,False,,107.8,116.75,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,102.30232298468336,,-19.0,3.24,-2.9000000000000057,-5.900000000000006,-12.4,3.0,2.9566445454880714,,,
4463,2023,2024-02-29,3,1,124,97,True,,110.7,120.66666666666667,120.5,117.6,2.9,102.16,0.606086039038895,0.578497170680353,250,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,116.56591499381024,,5.4,-19.0,1.2999999999999972,-9.0,13.5,16.0,16.470070913924896,,,
4474,2023,2024-03-02,3,1,114,102,True,,111.8,119.0,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,116.4,118.4,-2.0,100.84,0.576007047671514,0.539491033755274,-179,110.69005995582202,,3.24,-3.79,-5.1000000000000085,4.900000000000006,3.8,2.0,1.952354725603274,,,
4483,2023,2024-03-04,3,15,102,106,False,,112.6,117.33333333333333,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,122.2,110.6,11.7,97.98,0.608523639300029,0.578217955651704,930,116.0083112848023,,6.09,21.0,7.300000000000011,7.6000000000000085,-8.299999999999999,2.0,1.973514639536836,,,
4622,2023,2024-03-29,3,5,125,108,True,,114.5,123.25,114.5,119.6,-5.1,100.26,0.579259056572428,0.539004205670872,-401,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,114.56392455761343,,-9.11,13.379999999999999,3.5,-1.2999999999999972,-12.399999999999999,25.0,25.255868702129476,,,
4630,2023,2024-03-31,3,14,104,116,False,,110.2,115.66666666666667,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,110.35782217151734,,11.59,13.379999999999999,3.5999999999999943,9.899999999999991,-1.0,2.0,1.9706933176790276,,,
4653,2023,2024-04-03,3,12,115,111,True,,111.9,131.14285714285714,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,122.2,110.6,11.7,97.98,0.608523639300029,0.578217955651704,930,110.78906716508484,126.04359804012205,3.24,21.0,2.700000000000003,10.700000000000003,-9.899999999999999,3.0,2.928532088404911,,,
4670,2023,2024-04-06,3,9,113,103,True,,112.5,122.83333333333333,122.2,110.6,11.7,97.98,0.608523639300029,0.578217955651704,930,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,120.132533922373,122.3198449976515,21.0,6.09,7.6000000000000085,7.300000000000011,8.299999999999999,3.0,2.9617833817290795,,,
4679,2023,2024-04-07,3,26,77,107,False,,110.7,96.0,118.3,111.0,7.3,100.85,0.607992630242678,0.573184052430366,608,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,114.4377406121805,,13.379999999999999,11.59,9.899999999999991,3.5999999999999943,1.0,1.0,1.0161796762855604,,,
4695,2023,2024-04-10,3,28,106,102,True,,109.0,117.5,117.3,112.4,4.9,95.96,0.573819107698569,0.539947744774477,376,120.5,117.6,2.9,102.16,0.606086039038895,0.578497170680353,250,111.72784426050441,120.23493582771371,8.66,5.4,-0.29999999999999716,8.099999999999994,2.0000000000000004,3.0,2.9007219158065163,,,
4826,2023,2023-10-30,4,3,121,133,False,,112.0,127.6,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,116.2,114.4,1.8,99.46,0.582279406389356,0.555600268276325,143,,,11.59,3.23,0.19999999999998863,7.799999999999997,4.5,3.0,2.9560399765185412,,,
4874,2023,2023-11-08,4,30,116,132,False,,113.0,119.42857142857143,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,112.4,115.4,-2.9,97.56,0.561425536983364,0.530792390858081,-237,,120.13997218820695,-19.0,-5.27,-6.800000000000011,-6.799999999999997,-7.699999999999999,9.0,8.869933636464214,,,
4907,2023,2023-11-14,4,16,105,111,False,,111.4,109.33333333333333,114.0,115.7,-1.7,96.94,0.568226708013194,0.533928328110097,-118,110.2,118.9,-8.7,103.07,0.56719224332529,0.537902041905779,-762,,114.07636748194318,-2.88,-16.32,-4.900000000000006,-5.5,6.999999999999999,6.0,5.860691590627004,,,
4921,2023,2023-11-17,4,17,99,130,False,,109.33333333333333,116.66666666666667,114.5,119.6,-5.1,100.26,0.579259056572428,0.539004205670872,-401,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,109.66856475397867,110.28083355692692,-9.11,11.59,6.099999999999994,-5.0,-11.399999999999999,3.0,3.0307042442555368,,,
4928,2023,2023-11-18,4,20,108,122,False,,109.14285714285714,112.875,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,117.8,112.3,5.5,97.43,0.588969547185103,0.561752988047809,431,109.5731180777173,111.21428932982387,11.59,9.809999999999999,2.299999999999997,9.399999999999991,0.7999999999999998,1.0,0.9853466588395138,,,
4939,2023,2023-11-20,4,2,121,118,True,,110.625,117.6,117.6,115.0,2.6,100.51,0.60070932466381,0.567580600716451,215,112.4,115.4,-2.9,97.56,0.561425536983364,0.530792390858081,-237,113.96846254927728,,4.75,-5.27,2.1999999999999886,-2.5999999999999943,5.5,2.0,2.025507570916444,,,
4949,2023,2023-11-22,4,30,117,114,True,,111.33333333333333,119.125,116.4,118.4,-2.0,100.84,0.576007047671514,0.539491033755274,-179,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,113.52781427945688,123.78061891617024,-3.79,-19.0,-2.799999999999997,-9.800000000000011,8.6,2.0,2.0321578295812777,,,
5004,2023,2023-12-02,4,18,117,123,False,,111.9,116.25,116.9,114.5,2.4,99.91,0.586099660612064,0.557218895542249,214,117.0,114.9,2.1,100.6,0.591976948182415,0.562227965179543,181,114.59579500657033,,4.54,3.91,2.0,2.5,0.2999999999999998,10.0,10.067080957629187,,,
5024,2023,2023-12-08,4,28,119,116,True,,112.2,117.71428571428571,106.8,113.7,-6.9,98.68,0.543216956232127,0.509129893484576,-574,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,104.9755584756899,120.86391746169862,-12.64,-16.47,-11.200000000000003,-4.700000000000003,2.0999999999999996,6.0,5.965886591325282,,,
5035,2023,2023-12-11,4,16,114,116,False,,113.7,109.8,115.4,114.8,0.6,101.38,0.601215973126348,0.566322976173889,49,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,114.9450722733246,104.44625250320637,1.0899999999999999,11.59,7.0,-0.20000000000000284,-5.7,3.0,3.0645601065492354,,,
5109,2023,2023-12-23,4,8,95,102,False,,111.1,108.5,114.3,109.4,4.9,98.24,0.589070876885714,0.554063604240283,382,113.7,115.0,-1.3,100.15,0.583255266986905,0.549485682513205,-98,111.2459921156373,,8.72,-2.2800000000000002,-0.7000000000000028,4.299999999999997,6.2,12.0,11.878571113331894,,,
4205,2023,2024-01-08,4,5,112,119,False,,110.7,121.0,115.4,114.8,0.6,101.38,0.601215973126348,0.566322976173889,49,117.9,114.6,3.4,97.93,0.599495667393405,0.561480022509848,269,111.91222076215507,,1.0899999999999999,6.09,0.8000000000000114,3.1000000000000085,-2.8,16.0,16.34432056826259,,,
4215,2023,2024-01-10,4,26,98,123,False,,110.0,96.5,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,112.4,115.4,-2.9,97.56,0.561425536983364,0.530792390858081,-237,109.18090232150679,,3.24,-5.27,-2.1000000000000085,0.9000000000000057,4.7,2.0,1.952354725603274,,,
4265,2023,2024-01-19,4,27,124,120,True,,112.5,118.25,117.3,112.4,4.9,95.96,0.573819107698569,0.539947744774477,376,108.6,119.2,-10.6,97.81,0.560379981226629,0.529300434599748,-840,115.60446780551905,,8.66,-19.0,-1.9000000000000057,-3.8000000000000114,15.5,9.0,8.70216574741955,,,
4302,2023,2024-01-26,4,11,104,138,False,,112.1,119.25,111.8,118.1,-6.3,99.91,0.566209585431089,0.53520935290919,-528,109.0,118.0,-9.0,100.45,0.561776735833998,0.525981205085683,-747,109.7922032413491,,-11.58,-16.47,-6.200000000000003,-9.099999999999994,2.7,7.0,7.04695667034043,,,
4310,2023,2024-01-27,4,29,122,134,False,,112.2,129.75,114.6,108.4,6.3,97.79,0.59372132013269,0.559435044450817,529,117.3,112.4,4.9,95.96,0.573819107698569,0.539947744774477,376,112.64231274638635,,11.59,8.66,2.1999999999999886,8.899999999999991,1.3999999999999995,1.0,0.9853466588395138,,,
4317,2023,2024-01-29,4,20,92,113,False,,109.7,110.55555555555556,114.7,112.1,2.5,97.62,0.585874066255278,0.556737092486358,198,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,110.22855891371006,108.15298493472216,4.48,3.24,3.200000000000003,1.2000000000000028,0.7,2.0,1.9672674268516892,,,
4330,2023,2024-01-31,4,5,110,117,False,,109.0,119.16666666666667,113.7,112.8,0.9,99.59,0.564620262007892,0.529092371631586,92,117.8,112.3,5.5,97.43,0.588969547185103,0.561752988047809,431,108.57030223390278,117.56330528327477,1.82,9.809999999999999,1.4000000000000057,5.0,-4.6,2.0,2.0069674558508472,,,
4354,2023,2024-02-04,4,12,99,115,False,,107.0,127.125,113.3,111.5,1.8,96.88,0.577741843042535,0.537880945599544,144,117.6,115.0,2.6,100.51,0.60070932466381,0.567580600716451,215,106.20324134910206,127.04273365997969,3.24,4.75,-1.7000000000000028,6.099999999999994,-0.8,4.0,3.904709451206548,,,
